n,k_frac,k,my_time,python_time
1000,0.01,10,73999,85681
1000,0.01,10,70752,82955
1000,0.01,10,75010,87123
1000,0.01,10,70281,78857
1000,0.01,10,74259,89437
1000,0.01,10,70963,82154
1000,0.01,10,78106,81533
1000,0.01,10,73137,88185
1000,0.01,10,71484,89056
1000,0.01,10,72215,83095
1000,0.01,10,71063,82574
1000,0.01,10,74139,85981
1000,0.01,10,70472,80020
1000,0.01,10,74610,83948
1000,0.01,10,74800,83847
1000,0.05,50,92182,98214
1000,0.05,50,84468,92282
1000,0.05,50,77926,103233
1000,0.05,50,81452,93986
1000,0.05,50,78747,98785
1000,0.05,50,80570,93465
1000,0.05,50,78887,92022
1000,0.05,50,131687,146634
1000,0.05,50,85400,97132
1000,0.05,50,80641,94807
1000,0.05,50,81182,93996
1000,0.05,50,78908,93004
1000,0.05,50,81182,92894
1000,0.05,50,79309,93004
1000,0.05,50,81332,92784
1000,0.05,50,85139,94857
1000,0.05,50,80751,94958
1000,0.05,50,78327,92172
1000,0.05,50,81633,94147
1000,0.05,50,81773,93014
1000,0.09,90,99887,99486
1000,0.09,90,88366,97853
1000,0.09,90,90900,97232
1000,0.09,90,88446,94557
1000,0.09,90,93856,98103
1000,0.09,90,90520,95609
1000,0.09,90,90249,96581
1000,0.09,90,87534,93295
1000,0.09,90,90019,95980
1000,0.09,90,87594,94056
1000,0.09,90,89778,96190
1000,0.09,90,92624,95940
1000,0.09,90,89798,96110
1000,0.09,90,88045,94938
1000,0.09,90,89327,96711
1000,0.09,90,90038,95929
1000,0.09,90,89607,96871
1000,0.09,90,87203,95298
1000,0.09,90,96391,98405
1000,0.09,90,90640,95609
1000,0.13,130,97112,96701
1000,0.13,130,95238,96661
1000,0.13,130,95639,98164
1000,0.13,130,94937,96150
1000,0.13,130,95739,96531
1000,0.13,130,96651,103694
1000,0.13,130,95339,96561
1000,0.13,130,101099,98544
1000,0.13,130,95458,96651
1000,0.13,130,102482,98294
1000,0.13,130,95268,95920
1000,0.13,130,98174,96892
1000,0.13,130,95849,97152
1000,0.13,130,100498,97723
1000,0.13,130,98975,99727
1000,0.13,130,96370,95969
1000,0.13,130,94507,95730
1000,0.13,130,95659,110868
1000,0.13,130,94507,105017
1000,0.13,130,96230,96601
1000,0.17,170,112631,101099
1000,0.17,170,103895,97903
1000,0.17,170,105467,98374
1000,0.17,170,107511,98655
1000,0.17,170,104586,99066
1000,0.17,170,102131,97372
1000,0.17,170,102833,98154
1000,0.17,170,102903,98093
1000,0.17,170,107191,102512
1000,0.17,170,105949,98104
1000,0.17,170,120275,105016
1000,0.17,170,109124,104025
1000,0.17,170,102512,99366
1000,0.17,170,105778,100939
1000,0.17,170,102682,97292
1000,0.17,170,103594,98284
1000,0.17,170,101871,105167
1000,0.17,170,106379,99547
1000,0.17,170,110196,103273
1000,0.17,170,258023,134612
1000,0.21,210,113363,100398
1000,0.21,210,118803,105067
1000,0.21,210,108944,109545
1000,0.21,210,116618,100658
1000,0.21,210,113953,102161
1000,0.21,210,108413,98475
1000,0.21,210,109044,100719
1000,0.21,210,110156,96941
1000,0.21,210,110056,100338
1000,0.21,210,135784,103022
1000,0.21,210,108463,98745
1000,0.21,210,111538,99326
1000,0.21,210,111218,98925
1000,0.21,210,111018,106559
1000,0.21,210,109165,106700
1000,0.21,210,112861,99005
1000,0.21,210,117300,100208
1000,0.21,210,109656,97022
1000,0.21,210,116037,102582
1000,0.21,210,110016,98114
1000,0.25,250,115456,98685
1000,0.25,250,122499,100849
1000,0.25,250,116118,99466
1000,0.25,250,119584,99797
1000,0.25,250,116999,98795
1000,0.25,250,118291,98665
1000,0.25,250,123030,100639
1000,0.25,250,118832,99616
1000,0.25,250,119143,99215
1000,0.25,250,115286,98334
1000,0.25,250,124092,100728
1000,0.25,250,124233,101771
1000,0.25,250,117309,99135
1000,0.25,250,119534,99727
1000,0.25,250,115877,99166
1000,0.25,250,116798,105467
1000,0.25,250,122940,101420
1000,0.25,250,116088,98745
1000,0.25,250,117590,99967
1000,0.25,250,116047,98064
1000,0.29,290,126377,99396
1000,0.29,290,138830,101780
1000,0.29,290,124432,99977
1000,0.29,290,127358,102122
1000,0.29,290,132458,102803
1000,0.29,290,124734,100518
1000,0.29,290,127669,101300
1000,0.29,290,126357,99697
1000,0.29,290,126567,101169
1000,0.29,290,165650,136005
1000,0.29,290,126878,101139
1000,0.29,290,133179,104877
1000,0.29,290,129382,101009
1000,0.29,290,125985,99526
1000,0.29,290,125435,100749
1000,0.29,290,131937,105127
1000,0.29,290,127619,101971
1000,0.29,290,131657,103173
1000,0.29,290,124032,98514
1000,0.29,290,143028,102151
1000,0.33,330,138409,100979
1000,0.33,330,134773,100939
1000,0.33,330,143318,105277
1000,0.33,330,134452,101991
1000,0.33,330,133961,102912
1000,0.33,330,133260,100859
1000,0.33,330,138980,101610
1000,0.33,330,136736,105057
1000,0.33,330,136556,102753
1000,0.33,330,141034,102542
1000,0.33,330,132198,99056
1000,0.33,330,133821,102462
1000,0.33,330,142006,105448
1000,0.33,330,140833,116318
1000,0.33,330,140052,104456
1000,0.33,330,136766,104676
1000,0.33,330,131426,100147
1000,0.33,330,137899,104556
1000,0.33,330,135915,102903
1000,0.33,330,132228,100829
1000,0.37,370,149871,104446
1000,0.37,370,148799,102062
1000,0.37,370,139271,110737
1000,0.37,370,141626,102462
1000,0.37,370,144420,103153
1000,0.37,370,141495,112972
1000,0.37,370,139661,100818
1000,0.37,370,143940,101831
1000,0.37,370,140573,111338
1000,0.37,370,141785,101300
1000,0.37,370,144010,102893
1000,0.37,370,146194,104857
1000,0.37,370,143870,102913
1000,0.37,370,142367,102903
1000,0.37,370,148248,104305
1000,0.37,370,192540,132528
